,name,rating,reviews,highly rated for,critically rated for,details,jobs
19,LG Electronics,4.0,3k,"Job Security, Skill Development / Learning, Salary & Benefits",,Consumer Electronics & Appliances | 1k-5k Employees | Public | 66 years old | Seoul +246 more,3k
0,Intas Pharmaceuticals,4.1,2.9k,"Job Security, Work Life Balance, Salary & Benefits",,Pharma | 10k-50k Employees | Fortune India 500 | 24 years old | Ahmedabad +113 more,2.9k
1,John Deere,4.3,2.9k,"Company Culture, Skill Development / Learning, Work Life Balance",,Industrial Machinery | 5k-10k Employees | Fortune India 500 | 23 years old | Moline +118 more,2.9k
2,Varun Beverages,4.0,2.9k,"Job Security, Salary & Benefits",Promotions / Appraisal,Beverage | 5k-10k Employees | Public | 29 years old | Gurgaon/Gurugram +279 more,2.9k
3,Godrej & Boyce Manufacturing,3.9,2.9k,Job Security,Promotions / Appraisal,Engineering & Construction | 10k-50k Employees | Fortune India 500 | 127 years old | Mumbai +129 more,2.9k
4,Randstad,3.8,2.8k,"Promotions / Appraisal, Job Security",,Recruitment | 5k-10k Employees | Conglomerate | 32 years old | Chennai +257 more,2.8k
5,Thermax Limited,4.2,2.8k,"Job Security, Company Culture, Skill Development / Learning",,Industrial Machinery | 1k-5k Employees | Public | 58 years old | Pune +175 more,2.8k
6,Persistent Systems,3.8,2.8k,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,IT Services & Consulting | 10k-50k Employees | Public | 34 years old | Pune +31 more,2.8k
7,Hetero Drugs,3.8,2.8k,Job Security,"Promotions / Appraisal, Salary & Benefits",Pharma | 1k-5k Employees | 31 years old | Hyderabad/Secunderabad +44 more,2.8k
8,Havells,4.1,2.8k,"Work Life Balance, Salary & Benefits, Company Culture",,Electrical Equipment | 5k-10k Employees | Public | 41 years old | Noida +176 more,2.8k
9,Macleods Pharmaceuticals,3.7,2.8k,Job Security,"Promotions / Appraisal, Company Culture",Pharma | 10k-50k Employees | Public | 38 years old | Mumbai +97 more,2.8k
10,Deutsche Bank,4.1,2.8k,"Job Security, Work Life Balance, Company Culture",,Banking | 10k-50k Employees | Fortune India 500 | 154 years old | Frankfurt +37 more,2.8k
11,CARS24,3.6,2.8k,"Job Security, Promotions / Appraisal, Work Satisfaction",,Internet | 5k-10k Employees | Indian Unicorn | 9 years old | Gurgaon +150 more,2.8k
12,Whitehat jr,3.5,2.8k,"Job Security, Promotions / Appraisal, Company Culture",,EdTech | 5k-10k Employees | Startup | 6 years old | Mumbai +50 more,2.8k
13,Sodexo,4.1,2.8k,"Company Culture, Skill Development / Learning, Work Life Balance",,Facility Management Services | 10k-50k Employees | Forbes Global 2000 | 16 years old | Issy les Moulineaux +129 more,2.8k
14,Abbott Healthcare,4.1,2.8k,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Pharma | 10k-50k Employees | Public | 33 years old | Illinois City +170 more,2.8k
15,Subros,3.9,2.7k,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",Auto Components | 1k-5k Employees | Public | 39 years old | Noida +56 more,2.7k
16,Team Lease,3.9,2.7k,Promotions / Appraisal,,Recruitment | 1k-5k Employees | Public | 8 years old | Bangalore/Bengaluru +300 more,2.7k
17,Ford Motor,4.4,2.7k,"Company Culture, Work Life Balance, Salary & Benefits",,Automobile | 5k-10k Employees | Public | 121 years old | Dearborn +110 more,2.7k
18,VE Commercial Vehicles,4.0,2.7k,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,1k-5k Employees | 16 years old | Gurgaon/Gurugram +126 more,2.7k
19,Indian Oil Corporation,4.4,2.7k,"Company Culture, Work Life Balance, Job Security",,Oil & Gas | 10k-50k Employees | Fortune India 500 | 65 years old | Delhi/NCR +251 more,2.7k
0,Automatic Data Processing (ADP),4.1,2.7k,"Job Security, Company Culture, Work Life Balance",,Software Product | 1k-5k Employees | Forbes Global 2000 | 75 years old | New Jersey +23 more,2.7k
1,American Express,4.3,2.7k,"Company Culture, Work Life Balance, Job Security",,Financial Services | 10k-50k Employees | Forbes Global 2000 | 174 years old | New York City +44 more,2.7k
2,Cgi Group,4.1,2.7k,"Job Security, Company Culture, Work Life Balance",,IT Services & Consulting | 10k-50k Employees | Forbes Global 2000 | 48 years old | Montreal +24 more,2.7k
3,Tata Capital,4.2,2.7k,"Job Security, Skill Development / Learning, Company Culture",,NBFC | 5k-10k Employees | Fortune India 500 | 17 years old | Mumbai +227 more,2.7k
4,Bharat Electronics,4.1,2.7k,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,Electronics Manufacturing | 5k-10k Employees | Fortune India 500 | 70 years old | Bangalore/Bengaluru +45 more,2.7k
5,Standard Chartered Bank,3.9,2.6k,Job Security,Promotions / Appraisal,Banking | 10k-50k Employees | Fortune India 500 | 55 years old | London +57 more,2.6k
6,UnitedHealth,4.1,2.6k,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,Healthcare | 10k-50k Employees | Forbes Global 2000 | 47 years old | Chennai +15 more,2.6k
7,Alembic Pharmaceuticals,4.0,2.6k,"Salary & Benefits, Work Life Balance",,Pharma | 10k-50k Employees | Public | 117 years old | Chennai +147 more,2.6k
8,R1 RCM,3.9,2.6k,"Job Security, Company Culture, Work Life Balance",,Healthcare | 5k-10k Employees | 17 years old | Chennai +32 more,2.6k
9,Access Healthcare,3.9,2.6k,"Job Security, Company Culture",,IT Services & Consulting | 5k-10k Employees | 13 years old | Chennai +30 more,2.6k
10,Pidilite Industries,4.3,2.6k,"Job Security, Company Culture, Work Life Balance",,Chemicals | 5k-10k Employees | Public | 65 years old | Chennai +229 more,2.6k
11,Alkem Laboratories,3.8,2.6k,Job Security,,Pharma | 10k-50k Employees | Public | 51 years old | Chennai +156 more,2.6k
12,Hindalco Industries,4.2,2.6k,"Job Security, Skill Development / Learning, Company Culture",,Metals & Mining | 10k-50k Employees | Public | 66 years old | Chennai +85 more,2.6k
13,Publicis Sapient,3.6,2.6k,"Promotions / Appraisal, Job Security, Work Satisfaction",,IT Services & Consulting | 10k-50k Employees | 34 years old | Chennai +25 more,2.6k
14,Tata AIA Life Insurance,4.1,2.6k,"Job Security, Salary & Benefits, Skill Development / Learning",,Insurance | 10k-50k Employees | 23 years old | Chennai +314 more,2.6k
15,Atos,3.8,2.6k,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",IT Services & Consulting | 10k-50k Employees | Forbes Global 2000 | 27 years old | Chennai +40 more,2.6k
16,ITC Infotech,3.6,2.6k,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,IT Services & Consulting | 10k-50k Employees | 24 years old | Chennai +51 more,2.6k
17,Aakash Educational Services,3.6,2.6k,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",,EdTech | 5k-10k Employees | 36 years old | Chennai +201 more,2.6k
18,DCB Bank,3.9,2.6k,"Job Security, Work Life Balance, Company Culture",,Banking | 5k-10k Employees | Fortune India 500 | 94 years old | Chennai +303 more,2.6k
19,Indian Air Force,4.7,2.5k,"Job Security, Skill Development / Learning, Salary & Benefits",,Defence & Aerospace | 1 Lakh+ Employees | 92 years old | Chennai +109 more,2.5k
0,Hindustan Coca Cola Beverages,4.3,2.5k,"Skill Development / Learning, Job Security, Company Culture",,Beverage | 5k-10k Employees | 27 years old | Bangalore +211 more,2.5k
1,Vishal Mega Mart,3.7,2.5k,"Company Culture, Work Satisfaction, Work Life Balance",,Retail | 10k-50k Employees | 16 years old | Gurgaon/Gurugram +313 more,2.5k
2,Utkarsh Small Finance Bank,3.8,2.5k,Job Security,,Banking | 10k-50k Employees | Public | 15 years old | Varanasi +288 more,2.5k
3,Glenmark Pharmaceuticals,4.0,2.5k,"Skill Development / Learning, Job Security, Salary & Benefits",,Pharma | 10k-50k Employees | Public | 47 years old | Mumbai +140 more,2.5k
4,Barclays,4.0,2.5k,"Job Security, Company Culture, Work Life Balance",,Banking | 10k-50k Employees | Forbes Global 2000 | 334 years old | London +31 more,2.5k
5,Ipca Laboratories,4.0,2.5k,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Pharma | 10k-50k Employees | Public | 75 years old | Mumbai +124 more,2.5k
6,Maersk,4.3,2.5k,"Company Culture, Work Life Balance, Job Security",,Other | 10k-50k Employees | 120 years old | Copenhagen +35 more,2.5k
7,ABB Group,4.1,2.5k,"Job Security, Company Culture, Work Life Balance",,Industrial Automation | 1k-5k Employees | Public | 36 years old | Zurich +95 more,2.5k
8,Wipro Infotech,4.1,2.5k,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,IT Services & Consulting | 1 Lakh+ Employees (Global) | MNC | 79 years old | Bangalore +116 more,2.5k
9,Jindal Steel and Power,3.9,2.5k,"Skill Development / Learning, Job Security",Promotions / Appraisal,Iron & Steel | 5k-10k Employees | Fortune India 500 | 45 years old | Delhi/NCR +116 more,2.5k
10,Berger Paints,3.7,2.5k,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",,Chemicals | 1k-5k Employees | Public | 101 years old | Kolkata +236 more,2.5k
11,Aarti Industries,4.1,2.4k,"Job Security, Work Life Balance, Skill Development / Learning",,Agro Chemicals | 5k-10k Employees | Public | 49 years old | Mumbai +42 more,2.4k
12,DTDC Express,3.8,2.4k,"Promotions / Appraisal, Salary & Benefits",,Logistics | 1k-5k Employees | 34 years old | Bangalore/Bengaluru +225 more,2.4k
13,24/7 Customer,3.6,2.4k,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,BPO | 5k-10k Employees | 24 years old | San Jose +24 more,2.4k
14,Bank of America,4.4,2.4k,"Job Security, Work Life Balance, Company Culture",,Banking | 10k-50k Employees | Fortune India 500 | 26 years old | Charlotte +30 more,2.4k
15,Honda Motorcycle & Scooter,4.2,2.4k,"Job Security, Work Life Balance, Company Culture",,Automobile | 10k-50k Employees | 25 years old | Gurgaon/Gurugram +212 more,2.4k
16,NatWest Group,4.1,2.4k,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,Banking | 10k-50k Employees | Forbes Global 2000 | Gurgaon/Gurugram +22 more,2.4k
17,CMS IT Services,3.1,2.4k,"Promotions / Appraisal, Salary & Benefits, Company Culture",,IT Services & Consulting | 5k-10k Employees | Startup | 10 years old | Bangalore +137 more,2.4k
18,MRF Tyres,3.7,2.4k,Job Security,"Company Culture, Work Satisfaction, Work Life Balance",Auto Components | 10k-50k Employees | Public | 78 years old | Chennai +162 more,2.4k
19,Johnson Controls,3.8,2.4k,Promotions / Appraisal,,Industrial Automation | 5k-10k Employees | Public | 139 years old | Cork +48 more,2.4k
0,HDFC Ergo General Insurance,4.0,2.4k,"Job Security, Company Culture, Work Life Balance",,Insurance | 10k-50k Employees | Public | 22 years old | Mumbai +226 more,2.4k
1,Wipro Consumer Care & Lighting,3.9,2.4k,Job Security,Promotions / Appraisal,FMCG | 1k-5k Employees | 79 years old | Bangalore/Bengaluru +93 more,2.4k
2,Reliance Nippon Life Insurance,3.9,2.4k,,,Insurance | 10k-50k Employees | 24 years old | Mumbai +429 more,2.4k
3,Carelon Global Solutions,4.0,2.4k,"Job Security, Salary & Benefits, Company Culture",,IT Services & Consulting | 10k-50k Employees | Hyderabad/Secunderabad +10 more,2.4k
4,PolicyBazaar,3.5,2.4k,"Work Life Balance, Promotions / Appraisal, Company Culture",,Internet | 10k-50k Employees | Public | 16 years old | Gurgaon +82 more,2.4k
5,RBL Bank,3.7,2.4k,"Promotions / Appraisal, Salary & Benefits",,Banking | 10k-50k Employees | Public | 81 years old | Mumbai +220 more,2.4k
6,Paras Hospital,4.6,2.4k,"Skill Development / Learning, Company Culture, Work Life Balance",,Healthcare | 1k-5k Employees | 18 years old | Gurgaon/Gurugram +42 more,2.4k
7,Cogent E Services,3.3,2.4k,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,BPO | 10k-50k Employees | Conglomerate | 20 years old | Noida +35 more,2.4k
8,PNB MetLife,3.4,2.4k,"Job Security, Work Satisfaction, Promotions / Appraisal",,Insurance | 5k-10k Employees | Conglomerate | 23 years old | Mumbai +319 more,2.4k
9,Axis Direct,4.0,2.4k,Skill Development / Learning,Promotions / Appraisal,Financial Services | 1k-5k Employees | 13 years old | San Mateo +271 more,2.4k
10,Marpu Foundation,4.9,2.4k,"Company Culture, Work Satisfaction, Skill Development / Learning",,Non-Profit | 51-200 Employees | 8 years old | Hyderabad/Secunderabad +53 more,2.4k
11,GeBBS Healthcare Solutions,3.7,2.4k,Job Security,"Promotions / Appraisal, Salary & Benefits",BPO | 5k-10k Employees | 19 years old | Culver City +18 more,2.4k
12,Ceat Tyres,4.0,2.4k,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,Auto Components | 5k-10k Employees | Public | 66 years old | Mumbai +111 more,2.4k
13,Reliance Digital,4.3,2.4k,"Job Security, Skill Development / Learning, Company Culture",,Retail | 5k-10k Employees | 17 years old | Mumbai +299 more,2.4k
14,Kotak Mahindara Life Insurance,3.8,2.4k,Job Security,,Insurance | 10k-50k Employees | Public | 23 years old | Mumbai +206 more,2.4k
15,Conduent,3.5,2.3k,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,BPO | 5k-10k Employees | 7 years old | Florham Park +21 more,2.3k
16,Jubilant Foods Works,3.8,2.3k,"Skill Development / Learning, Salary & Benefits",,Hospitality | 10k-50k Employees | Public | 29 years old | Noida +190 more,2.3k
17,Dabur,3.8,2.3k,Promotions / Appraisal,,FMCG | 5k-10k Employees | Public | 140 years old | Ghaziabad +245 more,2.3k
18,JK Cement,4.1,2.3k,"Salary & Benefits, Company Culture, Job Security",,Building Material | 1k-5k Employees | Public | 50 years old | Gurgaon/Gurugram +231 more,2.3k
19,Shoppers Stop,4.1,2.3k,"Job Security, Company Culture, Skill Development / Learning",,Retail | 5k-10k Employees | Public | 33 years old | Mumbai +62 more,2.3k
0,IndiGo,3.5,2.3k,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Aviation | 10k-50k Employees | Fortune India 500 | 19 years old | Gurgaon/Gurugram +88 more,2.3k
1,GATI-KWE,4.0,2.3k,"Skill Development / Learning, Job Security, Work Life Balance",,Logistics | 1k-5k Employees | 12 years old | Hyderabad/Secunderabad +157 more,2.3k
2,HARMAN,3.8,2.3k,Promotions / Appraisal,,Consumer Electronics & Appliances | 5k-10k Employees | Public | 15 years old | Stamford +28 more,2.3k
3,Indiabulls Home Loans,3.8,2.3k,"Promotions / Appraisal, Job Security",,NBFC | 5k-10k Employees | Public | 19 years old | Gurgaon/Gurugram +185 more,2.3k
4,ACC,3.9,2.3k,Promotions / Appraisal,,Building Material | 5k-10k Employees | Public | 88 years old | Mumbai +210 more,2.3k
5,Reliance SMSL,3.9,2.3k,"Skill Development / Learning, Job Security, Salary & Benefits",Promotions / Appraisal,BPO | 1k-5k Employees | Public | 17 years old | Mumbai +478 more,2.3k
6,Synechron,3.9,2.3k,"Salary & Benefits, Skill Development / Learning, Company Culture",Job Security,IT Services & Consulting | 5k-10k Employees | 23 years old | New York +26 more,2.3k
7,ArcelorMittal Nippon Steel,4.0,2.3k,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Iron & Steel | 5k-10k Employees | Conglomerate | Surat +65 more,2.3k
8,Birlasoft,3.7,2.2k,"Promotions / Appraisal, Salary & Benefits",,IT Services & Consulting | 10k-50k Employees | Public | 29 years old | Pune +33 more,2.2k
9,S&P Global,4.2,2.2k,"Company Culture, Work Life Balance, Job Security",,Analytics & KPO | 10k-50k Employees | Public | 107 years old | New York City +25 more,2.2k
10,PepsiCo,4.1,2.2k,"Job Security, Company Culture, Skill Development / Learning",,Food Processing | 1 Lakh+ Employees | Forbes Global 2000 | 35 years old | Harrison +228 more,2.2k
11,Lenskart,3.2,2.2k,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",,Internet | 5k-10k Employees | Indian Unicorn | 14 years old | Faridabad +158 more,2.2k
12,KPIT Technologies,3.6,2.2k,"Promotions / Appraisal, Job Security, Work Satisfaction",,Software Product | 5k-10k Employees | Public | 34 years old | Pune +29 more,2.2k
13,Torrent Pharmaceuticals,3.9,2.2k,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Pharma | 10k-50k Employees | Public | 53 years old | Ahmedabad +98 more,2.2k
14,UPL,4.1,2.2k,"Job Security, Skill Development / Learning, Work Life Balance",,Agro Chemicals | 5k-10k Employees | Public | 55 years old | Mumbai +155 more,2.2k
15,Square Yards,3.9,2.2k,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,Internet | 1k-5k Employees | 11 years old | Gurgaon +41 more,2.2k
16,Titan Company,4.4,2.2k,"Company Culture, Job Security, Skill Development / Learning",,Retail | 5k-10k Employees | Public | 40 years old | Bangalore +137 more,2.2k
17,RSPL Group,4.1,2.2k,"Job Security, Skill Development / Learning, Work Life Balance",,FMCG | 10k-50k Employees | 37 years old | Mumbai +198 more,2.2k
18,Wipro Enterprises Ltd,3.9,2.2k,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,IT Services & Consulting | 501-1k Employees | 79 years old | Bangalore +91 more,2.2k
19,AGS Health,4.0,2.2k,"Job Security, Company Culture, Skill Development / Learning",,BPO | 10k-50k Employees | 13 years old | Washington DC +36 more,2.2k
